ID;ACCESSION;DEFINITION;VERSION;REFERENCE;ORGANISM;AUTHORS;TITLE;Assembly Method;Sequencing Technology;Location/Qualifiers;mol_type;strain;host;geo_loc_name;collection_date;Date_Soumission
MZ561719.1;"MZ561719
";"Coxsackievirus A24 isolate SAMPLE_22_MOLECULE_3201 polyprotein
";"MZ561719.1
";"1  (bases 1 to 2241)
";"Coxsackievirus A24
";"Faleye,T.O.C., Bowes,D.A., Driver,E.M., Adhikari,S., Adams,D.,
";"Wastewater-Based Epidemiology and Long-Read Sequencing to Identify
";"LoopGenomics v. 2021
";"Illumina
";"         1..2241
";"""genomic RNA""";NA;"""Homo sapiens""";"""USA: Arizona, Maricopa County""";"""Jul-2020""";"17-JAN-2023
"
MZ561718.1;"MZ561718
";"Coxsackievirus A24 isolate SAMPLE_22_MOLECULE_119 polyprotein gene,
";"MZ561718.1
";"1  (bases 1 to 2241)
";"Coxsackievirus A24
";"Faleye,T.O.C., Bowes,D.A., Driver,E.M., Adhikari,S., Adams,D.,
";"Wastewater-Based Epidemiology and Long-Read Sequencing to Identify
";"LoopGenomics v. 2021
";"Illumina
";"         1..2241
";"""genomic RNA""";NA;"""Homo sapiens""";"""USA: Arizona, Maricopa County""";"""Jul-2020""";"17-JAN-2023
"
MZ561717.1;"MZ561717
";"Coxsackievirus A24 isolate SAMPLE_22_MOLECULE_1224 polyprotein
";"MZ561717.1
";"1  (bases 1 to 2241)
";"Coxsackievirus A24
";"Faleye,T.O.C., Bowes,D.A., Driver,E.M., Adhikari,S., Adams,D.,
";"Wastewater-Based Epidemiology and Long-Read Sequencing to Identify
";"LoopGenomics v. 2021
";"Illumina
";"         1..2241
";"""genomic RNA""";NA;"""Homo sapiens""";"""USA: Arizona, Maricopa County""";"""Jul-2020""";"17-JAN-2023
"
MZ561716.1;"MZ561716
";"Coxsackievirus A24 isolate SAMPLE_22_MOLECULE_842 polyprotein gene,
";"MZ561716.1
";"1  (bases 1 to 2241)
";"Coxsackievirus A24
";"Faleye,T.O.C., Bowes,D.A., Driver,E.M., Adhikari,S., Adams,D.,
";"Wastewater-Based Epidemiology and Long-Read Sequencing to Identify
";"LoopGenomics v. 2021
";"Illumina
";"         1..2241
";"""genomic RNA""";NA;"""Homo sapiens""";"""USA: Arizona, Maricopa County""";"""Jul-2020""";"17-JAN-2023
"
MZ561715.1;"MZ561715
";"Coxsackievirus A24 isolate SAMPLE_22_MOLECULE_142 polyprotein gene,
";"MZ561715.1
";"1  (bases 1 to 2241)
";"Coxsackievirus A24
";"Faleye,T.O.C., Bowes,D.A., Driver,E.M., Adhikari,S., Adams,D.,
";"Wastewater-Based Epidemiology and Long-Read Sequencing to Identify
";"LoopGenomics v. 2021
";"Illumina
";"         1..2241
";"""genomic RNA""";NA;"""Homo sapiens""";"""USA: Arizona, Maricopa County""";"""Jul-2020""";"17-JAN-2023
"
MZ561714.1;"MZ561714
";"Coxsackievirus A24 isolate SAMPLE_22_MOLECULE_320 polyprotein gene,
";"MZ561714.1
";"1  (bases 1 to 2241)
";"Coxsackievirus A24
";"Faleye,T.O.C., Bowes,D.A., Driver,E.M., Adhikari,S., Adams,D.,
";"Wastewater-Based Epidemiology and Long-Read Sequencing to Identify
";"LoopGenomics v. 2021
";"Illumina
";"         1..2241
";"""genomic RNA""";NA;"""Homo sapiens""";"""USA: Arizona, Maricopa County""";"""Jul-2020""";"17-JAN-2023
"
MZ561713.1;"MZ561713
";"Coxsackievirus A24 isolate SAMPLE_22_MOLECULE_4117 polyprotein
";"MZ561713.1
";"1  (bases 1 to 2241)
";"Coxsackievirus A24
";"Faleye,T.O.C., Bowes,D.A., Driver,E.M., Adhikari,S., Adams,D.,
";"Wastewater-Based Epidemiology and Long-Read Sequencing to Identify
";"LoopGenomics v. 2021
";"Illumina
";"         1..2241
";"""genomic RNA""";NA;"""Homo sapiens""";"""USA: Arizona, Maricopa County""";"""Jul-2020""";"17-JAN-2023
"
MZ561712.1;"MZ561712
";"Coxsackievirus A24 isolate SAMPLE_22_MOLECULE_1351 polyprotein
";"MZ561712.1
";"1  (bases 1 to 2241)
";"Coxsackievirus A24
";"Faleye,T.O.C., Bowes,D.A., Driver,E.M., Adhikari,S., Adams,D.,
";"Wastewater-Based Epidemiology and Long-Read Sequencing to Identify
";"LoopGenomics v. 2021
";"Illumina
";"         1..2241
";"""genomic RNA""";NA;"""Homo sapiens""";"""USA: Arizona, Maricopa County""";"""Jul-2020""";"17-JAN-2023
"
OK570243.1;"OK570243
";"Coxsackievirus A13 strain MAD-9766-2011 polyprotein gene, complete
";"OK570243.1
";"1  (bases 1 to 7212)
";"Coxsackievirus A13
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7212
";"""genomic RNA""";"""MAD-9766-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570242.1;"OK570242
";"Coxsackievirus A20 strain MAD-9899-2011 polyprotein gene, complete
";"OK570242.1
";"1  (bases 1 to 7271)
";"Coxsackievirus A20
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7271
";"""genomic RNA""";"""MAD-9899-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570241.1;"OK570241
";"Coxsackievirus A24 strain MAD-3181-2011 polyprotein gene, complete
";"OK570241.1
";"1  (bases 1 to 7269)
";"Coxsackievirus A24
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7269
";"""genomic RNA""";"""MAD-3181-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570239.1;"OK570239
";"Coxsackievirus A20 strain MAD-3927-2011 polyprotein gene, complete
";"OK570239.1
";"1  (bases 1 to 7271)
";"Coxsackievirus A20
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7271
";"""genomic RNA""";"""MAD-3927-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570238.1;"OK570238
";"Coxsackievirus A11 strain MAD-2635-2011 polyprotein gene, complete
";"OK570238.1
";"1  (bases 1 to 7223)
";"Coxsackievirus A11
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7223
";"""genomic RNA""";"""MAD-2635-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570236.1;"OK570236
";"Coxsackievirus A20 strain MAD-2569-2011 polyprotein gene, complete
";"OK570236.1
";"1  (bases 1 to 7255)
";"Coxsackievirus A20
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7255
";"""genomic RNA""";"""MAD-2569-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570235.1;"OK570235
";"Coxsackievirus A11 strain MAD-2862-2011 polyprotein gene, complete
";"OK570235.1
";"1  (bases 1 to 7277)
";"Coxsackievirus A11
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7277
";"""genomic RNA""";"""MAD-2862-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570234.1;"OK570234
";"Coxsackievirus A24 strain MAD-9525-2011 polyprotein gene, complete
";"OK570234.1
";"1  (bases 1 to 7270)
";"Coxsackievirus A24
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7270
";"""genomic RNA""";"""MAD-9525-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570233.1;"OK570233
";"Coxsackievirus A24 strain MAD-9742-2011 polyprotein gene, partial
";"OK570233.1
";"1  (bases 1 to 6801)
";"Coxsackievirus A24
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..6801
";"""genomic RNA""";"""MAD-9742-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570232.1;"OK570232
";"Coxsackievirus A20 strain MAD-3037-2011 polyprotein gene, complete
";"OK570232.1
";"1  (bases 1 to 4947)
";"Coxsackievirus A20
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..4947
";"""genomic RNA""";"""MAD-3037-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570230.1;"OK570230
";"Coxsackievirus A20 strain MAD-9912-2011 polyprotein gene, complete
";"OK570230.1
";"1  (bases 1 to 7271)
";"Coxsackievirus A20
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7271
";"""genomic RNA""";"""MAD-9912-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570229.1;"OK570229
";"Coxsackievirus A11 strain MAD-2820-2011 polyprotein gene, complete
";"OK570229.1
";"1  (bases 1 to 7278)
";"Coxsackievirus A11
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7278
";"""genomic RNA""";"""MAD-2820-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570228.1;"OK570228
";"Coxsackievirus A11 strain MAD-2869-2011 polyprotein gene, complete
";"OK570228.1
";"1  (bases 1 to 7265)
";"Coxsackievirus A11
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7265
";"""genomic RNA""";"""MAD-2869-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570227.1;"OK570227
";"Coxsackievirus A13 strain MAD-2562-2011 polyprotein gene, complete
";"OK570227.1
";"1  (bases 1 to 7267)
";"Coxsackievirus A13
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7267
";"""genomic RNA""";"""MAD-2562-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570226.1;"OK570226
";"Coxsackievirus A13 strain MAD-3168-2011 polyprotein gene, complete
";"OK570226.1
";"1  (bases 1 to 7269)
";"Coxsackievirus A13
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7269
";"""genomic RNA""";"""MAD-3168-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570225.1;"OK570225
";"Coxsackievirus A13 strain MAD-9686-2011 polyprotein gene, partial
";"OK570225.1
";"1  (bases 1 to 4020)
";"Coxsackievirus A13
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..4020
";"""genomic RNA""";"""MAD-9686-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570224.1;"OK570224
";"Coxsackievirus A11 strain MAD-2906-2011-b polyprotein gene, partial
";"OK570224.1
";"1  (bases 1 to 4330)
";"Coxsackievirus A11
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..4330
";"""genomic RNA""";"""MAD-2906-2011-b""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570223.1;"OK570223
";"Coxsackievirus A11 strain MAD-2875-2011 polyprotein gene, complete
";"OK570223.1
";"1  (bases 1 to 7271)
";"Coxsackievirus A11
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7271
";"""genomic RNA""";"""MAD-2875-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570222.1;"OK570222
";"Coxsackievirus A13 strain MAD-3974-2011 polyprotein gene, complete
";"OK570222.1
";"1  (bases 1 to 7293)
";"Coxsackievirus A13
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7293
";"""genomic RNA""";"""MAD-3974-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570221.1;"OK570221
";"Coxsackievirus A13 strain MAD-2906-2011-a polyprotein gene, partial
";"OK570221.1
";"1  (bases 1 to 5841)
";"Coxsackievirus A13
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..5841
";"""genomic RNA""";"""MAD-2906-2011-a""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570220.1;"OK570220
";"Coxsackievirus A11 strain MAD-3991-2011 polyprotein gene, complete
";"OK570220.1
";"1  (bases 1 to 7276)
";"Coxsackievirus A11
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7276
";"""genomic RNA""";"""MAD-3991-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570219.1;"OK570219
";"Coxsackievirus A24 strain MAD-2637-2011 polyprotein gene, partial
";"OK570219.1
";"1  (bases 1 to 3104)
";"Coxsackievirus A24
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..3104
";"""genomic RNA""";"""MAD-2637-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570218.1;"OK570218
";"Coxsackievirus A17 strain MAD-2640-2011 polyprotein gene, complete
";"OK570218.1
";"1  (bases 1 to 7285)
";"Coxsackievirus A17
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7285
";"""genomic RNA""";"""MAD-2640-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570217.1;"OK570217
";"Coxsackievirus A11 strain MAD-2566-2011 polyprotein gene, complete
";"OK570217.1
";"1  (bases 1 to 7272)
";"Coxsackievirus A11
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7272
";"""genomic RNA""";"""MAD-2566-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570216.1;"OK570216
";"Coxsackievirus A20 strain MAD-9694-2011 polyprotein gene, partial
";"OK570216.1
";"1  (bases 1 to 7053)
";"Coxsackievirus A20
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7053
";"""genomic RNA""";"""MAD-9694-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570215.1;"OK570215
";"Coxsackievirus A13 strain MAD-9460-2011 polyprotein gene, complete
";"OK570215.1
";"1  (bases 1 to 7280)
";"Coxsackievirus A13
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7280
";"""genomic RNA""";"""MAD-9460-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570214.1;"OK570214
";"Coxsackievirus A13 strain MAD-2729-2011 polyprotein gene, partial
";"OK570214.1
";"1  (bases 1 to 4683)
";"Coxsackievirus A13
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..4683
";"""genomic RNA""";"""MAD-2729-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570212.1;"OK570212
";"Coxsackievirus A13 strain MAD-2594-2011 polyprotein gene, partial
";"OK570212.1
";"1  (bases 1 to 5956)
";"Coxsackievirus A13
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..5956
";"""genomic RNA""";"""MAD-2594-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570211.1;"OK570211
";"Coxsackievirus A20 strain MAD-2694-2011-b polyprotein gene,
";"OK570211.1
";"1  (bases 1 to 7212)
";"Coxsackievirus A20
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7212
";"""genomic RNA""";"""MAD-2694-2011-b""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570207.1;"OK570207
";"Coxsackievirus A13 strain MAD-2824-2011-b polyprotein gene,
";"OK570207.1
";"1  (bases 1 to 7213)
";"Coxsackievirus A13
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7213
";"""genomic RNA""";"""MAD-2824-2011-b""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570206.1;"OK570206
";"Coxsackievirus A13 strain MAD-3063-2011 polyprotein gene, complete
";"OK570206.1
";"1  (bases 1 to 7264)
";"Coxsackievirus A13
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7264
";"""genomic RNA""";"""MAD-3063-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570205.1;"OK570205
";"Coxsackievirus A20 strain MAD-9660-2011 polyprotein gene, complete
";"OK570205.1
";"1  (bases 1 to 7269)
";"Coxsackievirus A20
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7269
";"""genomic RNA""";"""MAD-9660-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570204.1;"OK570204
";"Coxsackievirus A11 strain MAD-3086-2011 polyprotein gene, complete
";"OK570204.1
";"1  (bases 1 to 7279)
";"Coxsackievirus A11
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7279
";"""genomic RNA""";"""MAD-3086-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570203.1;"OK570203
";"Coxsackievirus A13 strain MAD-2824-2011-a polyprotein gene, partial
";"OK570203.1
";"1  (bases 1 to 5351)
";"Coxsackievirus A13
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..5351
";"""genomic RNA""";"""MAD-2824-2011-a""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570202.1;"OK570202
";"Coxsackievirus A24 strain MAD-9932-2011 polyprotein gene, complete
";"OK570202.1
";"1  (bases 1 to 6489)
";"Coxsackievirus A24
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..6489
";"""genomic RNA""";"""MAD-9932-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570201.1;"OK570201
";"Coxsackievirus A11 strain MAD-9851-2011 polyprotein gene, complete
";"OK570201.1
";"1  (bases 1 to 7262)
";"Coxsackievirus A11
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7262
";"""genomic RNA""";"""MAD-9851-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570200.1;"OK570200
";"Coxsackievirus A24 strain MAD-2770-2011 polyprotein gene, complete
";"OK570200.1
";"1  (bases 1 to 7267)
";"Coxsackievirus A24
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7267
";"""genomic RNA""";"""MAD-2770-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
OK570199.1;"OK570199
";"Coxsackievirus A13 strain MAD-2823-2011 polyprotein gene, complete
";"OK570199.1
";"1  (bases 1 to 7125)
";"Coxsackievirus A13
";"Razafindratsimandresy,R., Joffret,M.L., Andriamandimby,S.F.,
";"Enterovirus detection in different regions of Madagascar reveals a
";"CLC Genomics Workbench v. 2016
";"Illumina
";"         1..7125
";"""genomic RNA""";"""MAD-2823-2011""";"""Homo sapiens""";"""Madagascar""";"""2011""";"07-DEC-2022
"
