Event#,Sequence,Designation, ConsensusConsensus,Parsimony O,Conflict,SubPhPr,TreeSubDist,OuCheck,TreeSubPhPr,TreePhPr,PhPr,TrpScore,dMax(VisRD),DistRank,O:E,SubDist,Parsimony I,SetDistT,SetDistP,O:E Dist,
 199,MF678347_Australia_2007,Recombinant, 18.7896122836915, 20, 1, 10, 0, 0, 8, 18, 8, 8, 7.85673000240129, 0, 2, 1, 20, 0, 0, 15,
 199,MG451804_United-Kingdom_2016,MajorParent, 4.89172236744049, 0, 1, 5, 5, 0, 0, 0, 4, 4, 5.77072838874515, 2.02742409402547, 0, 2, 0, 5, 5, 20,
 199,KP266568_China_2009,MinorParent, 6.31866534886805, 10, 1, 0, 10, 0, 4, 14, 0, 0, 6.37254160885355, 0, 4, 0, 10, 2.5, 0, 0,
 200,MH752986_USA_2004,Recombinant, 13.9927989739926, 20, 10, 5, 10, 5, 8, 14, 8, 0, 6.69117591068961, 1.03819784524976, 4, 1, 20, 0, 0, 20,
 200,MH144600_India_2013,MajorParent, 5.60419158270623, 0, 0, 10, 0, 5, 0, 0, 0, 8, 6.75060842537035, 1.01860920666014, 2, 2, 0, 5, 5, 0,
 200,KX610685_USA_2016,MinorParent, 10.4030094433011, 20, 10, 0, 5, 5, 4, 18, 4, 4, 6.55821566394004, .568070519098923, 0, 0, 20, 2.5, 0, 15,
 201,JX274999_Nigeria_Poliovirus-2,Recombinant, 18.2005656783984, 20, 1, 10, 10, 0, 8, 18, 8, 0, 11.4889429774509, 0, 2, 2, 20, 0, 0, 15,
 201,PP506140_Tunisia_Poliovirus-1,MajorParent, 6.39449423050477, 0, 1, 0, 0, 10, 4, 14, 0, 8, 3.91206778583893, 1.35029354207436, 4, 1, 0, 2.5, 0, 20,
 201,ON596432_Nigeria_Poliovirus-2,MinorParent, 5.40494009109683, 10, 1, 5, 5, 0, 0, 0, 4, 4, 4.59898923671019, 3.55185909980431, 0, 0, 10, 5, 0, 0,
 203,OQ842442_USA_2011,Recombinant, 13.9542595551532, 20, 10, 10, 10, 10, 4, 14, 8, 0, 6.2871543365227, .549019607843137, 4, 0, 20, 0, 0, 20,
 203,PP621670_Thailand_2019,MajorParent, 5.34075780217337, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6.98894429278411, 1.3921568627451, 0, 1, 0, 5, 5, 15,
 203,JX476166_India_2010,MinorParent, 10.7049826426734, 20, 10, 5, 5, 0, 8, 18, 4, 4, 6.72390137069319, 1.09803921568627, 2, 2, 20, 2.5, 0, 0,
 204,HQ738302_Madagascar_Enterovirus-C,Recombinant, 15.7853744063088, 20, 10, 5, 10, 0, 4, 14, 4, 4, 7.39517318687472, 0, 2, 2, 20, 5, 0, 15,
 204,FM955278_Madagascar_Coxsackievirus-A17,MajorParent, 14.2146255936912, 10, 0, 10, 0, 10, 8, 18, 8, 8, 5.81443238152946, .480392156862745, 0, 1, 10, 2.5, 0, 20,
 204,KJ170677_Nigeria_Poliovirus-3,MinorParent, 0, 0, 10, 0, 5, 0, 0, 0, 0, 0, 6.79039443159582, 1.42156862745098, 4, 0, 0, 0, 0, 0,
 205,PP861087_Hungary_2023,Recombinant, 19.0418049755143, 20, 10, 10, 0, 10, 8, 18, 8, 8, 10.6633938021562, 0, 4, 2, 20, 5, 0, 20,
 205,MF678301_Australia_2008,MajorParent, 1.05083687953505, 0, 0, 0, 5, 0, 0, 0, 0, 4, 4.56711016666084, 0, 0, 1, 0, 2.5, 0, 0,
 205,PP621664_Thailand_2019,MinorParent, 9.90735814495062, 20, 10, 5, 10, 0, 4, 14, 4, 0, 4.769496031183, 0, 2, 0, 20, 0, 0, 15,
 206,ON502310_China_2016,Recombinant, 19.2338172519206, 20, 1, 10, 10, 10, 0, 18, 8, 8, 7.17480787545334, .70935960591133, 4, 2, 20, 5, 5, 20,
 206,ON502355_China_2016,MajorParent, 6.28433479810624, 20, 1, 5, 5, 0, 4, 0, 4, 4, 6.65137734567752, 1.064039408867, 0, 0, 20, 0, 0, 0,
 206,ON502207_China_2017,MinorParent, 4.48184794997316, 0, 1, 0, 0, 0, 8, 14, 0, 0, 6.17381477886914, 0, 2, 1, 0, 2.5, 5, 15,
 207,JX017381_China_2011,Recombinant, 12.5744438073839, 20, 1, 5, 0, 0, 0, 0, 4, 8, 7.69656775655712, 0, 4, 0, 20, 0, 0, 20,
 207,MF574099_China_2010,MajorParent, 6.72256020088571, 0, 1, 0, 5, 0, 4, 14, 0, 4, 6.6653886587833, 0, 0, 2, 0, 5, 5, 15,
 207,OQ791511_USA_2009,MinorParent, 10.7029959917304, 0, 1, 10, 10, 10, 8, 18, 8, 0, 5.63804358465958, 0, 2, 1, 0, 2.5, 0, 0,
 208,LC627090_Viet-Nam_2016,Recombinant, 22.5562690691937, 20, 10, 10, 10, 10, 8, 18, 8, 8, 8.50240012150997, .935960591133005, 4, 2, 20, 5, 5, 20,
 208,MG207963_China_2017,MajorParent, 5.55804358496224, 10, 0, 5, 5, 0, 4, 14, 4, 4, 5.97218597232901, 1.01477832512315, 0, 0, 10, 0, 0, 0,
 208,ON502207_China_2017,MinorParent, 1.88568734584404, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.52541390616102, 1.89162561576355, 2, 1, 0, 2.5, 0, 15,
 209,MH144604_India_2013,Recombinant, 19.2161355499972, 20, 10, 10, 10, 0, 8, 18, 8, 8, 8.8679791574674, 0, 2, 1, 20, 5, 5, 15,
 209,PP621680_Thailand_2019,MajorParent, 4.07510308924683, 0, 0, 0, 5, 0, 4, 14, 0, 4, 5.47495098972561, 1.77339901477833, 0, 0, 0, 0, 0, 20,
 209,MH118024_India_2017,MinorParent, 6.70876136075597, 20, 10, 5, 0, 10, 0, 0, 4, 0, 5.65706985280699, 0, 4, 2, 10, 2.5, 5, 0,
 210,KF982854_China_2012,Recombinant, 16.3360957618752, 20, 10, 5, 10, 5, 8, 18, 4, 4, 8.08868935605368, 0, 4, 2, 20, 5, 5, 0,
 210,HQ424436_Greece_2010,MajorParent, 7.85224822897852, 0, 0, 10, 5, 5, 0, 0, 8, 8, 6.39161148596892, 2.15415019762846, 0, 1, 10, 0, 0, 20,
 210,JX678886_China_2002,MinorParent, 5.81165600914632, 10, 0, 0, 0, 5, 4, 14, 0, 0, 5.5196991579774, 0, 2, 0, 0, 2.5, 5, 15,
 211,KF982854_China_2012,Recombinant, 17.9956796655562, 20, 10, 5, 5, 5, 8, 18, 4, 8, 8.65542854965486, .75098814229249, 2, 2, 20, 5, 5, 20,
 211,HQ424436_Greece_2010,MajorParent, 7.82305345724135, 0, 10, 10, 0, 5, 4, 14, 8, 4, 5.70783483387325, 1.51185770750988, 0, 0, 20, 0, 0, 0,
 211,JX678886_China_2002,MinorParent, 4.18126687720244, 0, 0, 0, 10, 5, 0, 0, 0, 0, 5.63673661647189, .869565217391304, 4, 1, 0, 2.5, 5, 15,
 212,KF982854_China_2012,Recombinant, 21.4269045956843, 20, 10, 10, 10, 10, 8, 18, 8, 8, 7.62343853972193, .365612648221344, 4, 1, 20, 5, 5, 20,
 212,HQ424436_Greece_2010,MajorParent, 5.03954526672898, 0, 5, 5, 5, 0, 0, 0, 4, 4, 5.71070235739263, .573122529644269, 0, 0, 20, 0, 0, 15,
 212,KC414134_China_2011,MinorParent, 3.53355013758673, 0, 0, 0, 0, 0, 4, 14, 0, 0, 6.66585910288544, .652173913043478, 2, 2, 0, 2.5, 5, 0,
 213,MF678348_Australia_2010,Recombinant, 12.436101086775, 20, 1, 5, 0, 0, 8, 18, 4, 0, 6.9612515382058, 2.16403162055336, 4, 1, 20, 0, 0, 20,
 213,HM775882_South-Korea_2006,MajorParent, 6.71220625222533, 0, 1, 10, 5, 10, 0, 0, 8, 4, 5.96920679104675, 1.86758893280632, 0, 2, 0, 5, 5, 0,
 213,OQ842423_USA_2013,MinorParent, 10.8516926609997, 10, 1, 0, 10, 0, 4, 14, 0, 8, 7.06954167074745, 1.35375494071146, 2, 0, 10, 2.5, 0, 15,
 214,PP461523_Nepal_2023,Recombinant, 11.5267400714741, 20, 1, 0, 0, 0, 4, 14, 0, 0, 7.49133242310106, 0, 2, 1, 20, 2.5, 5, 20,
 214,HM775882_South-Korea_2006,MajorParent, 9.24659158064658, 0, 1, 10, 10, 10, 8, 18, 8, 8, 5.85976089517631, 0, 4, 0, 0, 0, 0, 0,
 214,PP621691_Nepal_2023,MinorParent, 9.2266683478793, 20, 1, 5, 5, 0, 0, 0, 4, 4, 6.64890668172263, 0, 0, 2, 20, 5, 5, 15,
 216,FJ606450_China_2008,Recombinant, 17.1518074115574, 20, 10, 5, 5, 0, 8, 18, 4, 8, 8.37357609012214, 0, 0, 2, 20, 5, 5, 15,
 216,FJ360546_China_2008,MajorParent, 6.46807158191364, 0, 0, 10, 0, 10, 4, 14, 8, 4, 5.49490269578552, 0, 2, 1, 10, 0, 0, 0,
 216,MW713442_China_2016,MinorParent, 6.38012100652893, 10, 0, 0, 10, 0, 0, 0, 0, 0, 6.13152121409234, 0, 4, 0, 0, 2.5, 5, 20,
 217,KP266568_China_2009,Recombinant, 15.2569569724454, 20, 1, 10, 5, 0, 8, 18, 8, 0, 6.34098280549085, .492125984251969, 4, 1, 20, 2.5, 0, 20,
 217,MF574099_China_2010,MajorParent, 5.18628824114163, 0, 1, 5, 0, 5, 0, 0, 4, 4, 6.29507309817809, .177165354330709, 0, 2, 20, 5, 5, 0,
 217,OP672302_China_2014,MinorParent, 9.556754786413, 10, 1, 0, 10, 0, 4, 14, 0, 8, 7.36394409633105, .580708661417323, 2, 0, 0, 0, 0, 15,
 218,MH118024_India_2017,Recombinant, 11.7505457734796, 0, 0, 10, 0, 0, 8, 18, 8, 0, 8.01858537429795, 0, 2, 2, 0, 5, 5, 15,
 218,MH718269_USA_2018,MajorParent, 7.48995703428243, 10, 10, 5, 5, 10, 0, 0, 4, 4, 5.51302093224905, .807086614173228, 4, 1, 10, 0, 0, 20,
 218,PP858877_Hungary_2024,MinorParent, 10.7594971922379, 20, 10, 0, 10, 0, 4, 14, 0, 8, 6.468393693453, .413385826771654, 0, 0, 20, 2.5, 5, 0,
 219,PP887984_Hungary_2023,Recombinant, 13.6483307053817, 10, 0, 10, 10, 10, 8, 18, 8, 4, 6.58000022808466, 0, 0, 1, 20, 2.5, 0, 15,
 219,MW183137_China_2007,MajorParent, 6.13052751791329, 0, 10, 0, 0, 0, 0, 0, 0, 8, 7.2683634794577, 2.11614173228346, 2, 2, 0, 5, 5, 0,
 219,OP207968_USA_2017,MinorParent, 10.221141776705, 20, 10, 5, 5, 0, 4, 14, 4, 0, 6.15163629245763, 0, 4, 0, 20, 0, 0, 20,
 220,KM890278_China_2009,Recombinant, 19.0256853559876, 20, 1, 10, 0, 10, 4, 14, 8, 8, 7.67137978021012, 0, 4, 2, 20, 5, 0, 20,
 220,KM388538_China_2012,MajorParent, 5.47104193243566, 0, 1, 5, 10, 0, 8, 18, 4, 4, 5.75449916332028, 0, 0, 1, 0, 2.5, 0, 0,
 220,MF678303_Australia_2009,MinorParent, 5.50327271157677, 0, 1, 0, 5, 0, 0, 0, 0, 0, 6.57412105646959, 0, 2, 0, 20, 0, 0, 15,
 221,JQ801739_China_2009,Recombinant, 18.5335210182878, 20, 10, 10, 0, 10, 8, 18, 8, 8, 7.59336020248166, 1.13188976377953, 4, 1, 20, 2.5, 0, 15,
 221,KX641240_China_2013,MajorParent, 3.4953009500314, 0, 0, 0, 5, 0, 0, 0, 0, 4, 5.88535638454296, 2.51968503937008, 0, 2, 0, 5, 5, 20,
 221,JX644073_China_2004,MinorParent, 7.97117803168084, 10, 10, 5, 10, 0, 4, 14, 4, 0, 6.52128341297538, .797244094488189, 2, 0, 20, 0, 0, 0,
 222,JX644073_China_2004,Recombinant, 18.578690606468, 20, 1, 10, 10, 0, 8, 18, 8, 8, 6.44933654423997, 0, 2, 1, 20, 2.5, 0, 20,
 222,JX843811_China_2009,MajorParent, 5.65576369095843, 0, 1, 5, 0, 0, 0, 0, 4, 4, 7.25844142319184, .875984251968504, 0, 2, 0, 5, 0, 0,
 222,OP441391_China_2013,MinorParent, 5.76554570257361, 0, 1, 0, 5, 10, 4, 14, 0, 0, 6.29222203256819, 0, 4, 0, 0, 0, 0, 15,
 224,PP858877_Hungary_2024,Recombinant, 13.3440624938908, 20, 10, 5, 0, 5, 4, 14, 4, 8, 7.21822389734279, .482758620689655, 0, 1, 20, 5, 5, 0,
 224,MH718269_USA_2018,MajorParent, 10.0192849655615, 10, 10, 10, 5, 5, 0, 0, 8, 4, 7.02586157285588, .817733990147783, 4, 2, 10, 0, 0, 20,
 224,JX678886_China_2002,MinorParent, 6.63665254054771, 0, 0, 0, 10, 5, 8, 18, 0, 0, 5.75591452980133, .96551724137931, 2, 0, 0, 2.5, 5, 15,
 225,OP441386_China_2013,Recombinant, 15.2391495398128, 20, 1, 10, 5, 0, 8, 14, 8, 0, 6.96213324326836, 1.77339901477833, 2, 1, 20, 5, 0, 15,
 225,OP672302_China_2014,MajorParent, 10.3375550556087, 20, 1, 5, 10, 10, 4, 18, 4, 8, 6.12238426438078, .394088669950739, 0, 2, 10, 2.5, 0, 0,
 225,OP441393_China_2018,MinorParent, 4.42329540457847, 0, 1, 0, 0, 0, 0, 0, 0, 4, 6.91548249235086, 1.8128078817734, 4, 0, 0, 0, 0, 20,
 226,MG212481_Russia_Poliovirus-3,Recombinant, 21.0448966721325, 20, 10, 10, 10, 10, 8, 18, 8, 8, 10.180529009032, 1.00591715976331, 2, 2, 20, 2.5, 5, 20,
 226,PP533222_Tunisia_Poliovirus-3,MajorParent, 6.55786811283571, 0, 10, 5, 5, 0, 4, 14, 4, 4, 5.49214153334199, 3.55029585798817, 0, 1, 20, 0, 0, 0,
 226,FJ517648_Belarus_Poliovirus-2,MinorParent, 2.39723521503182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.32732945762603, 0, 4, 0, 0, 5, 5, 15,
 227,KR107055_India_2009,Recombinant, 14.3801716356697, 20, 1, 10, 5, 5, 8, 18, 8, 8, 6.08684508344972, 0, 2, 1, 20, 2.5, 5, 0,
 227,MH144604_India_2013,MajorParent, 7.33491950830417, 0, 1, 5, 10, 5, 4, 14, 4, 4, 6.85038471426977, 0, 0, 0, 0, 0, 0, 20,
 227,MW183139_China_2007,MinorParent, 8.28490885602609, 10, 1, 0, 0, 5, 0, 0, 0, 0, 7.0627702022805, 0, 4, 2, 20, 5, 5, 15,
 228,OP207959_USA_2015,Recombinant, 12.7645355589244, 0, 10, 5, 0, 10, 8, 18, 4, 8, 6.67776814362071, 0, 0, 1, 20, 2.5, 0, 15,
 228,AB705311_Japan_2011,MajorParent, 11.4490734772175, 20, 10, 0, 10, 0, 0, 0, 0, 4, 7.48355905514909, 0, 2, 2, 0, 5, 0, 20,
 228,KP262053_China_2004,MinorParent, 5.78639096385805, 10, 0, 10, 5, 0, 4, 14, 8, 0, 5.8386728012302, .571428571428571, 4, 0, 0, 0, 0, 0,
 229,MH614925_China_2010,Recombinant, 15.0917255834466, 20, 10, 10, 5, 5, 4, 14, 8, 0, 6.61986428301833, 0, 2, 1, 20, 2.5, 5, 20,
 229,OQ842423_USA_2013,MajorParent, 6.76372872550268, 10, 0, 0, 10, 5, 8, 18, 0, 8, 6.1426940801837, 0, 4, 0, 0, 0, 0, 0,
 229,MW183139_China_2007,MinorParent, 8.14454569105075, 0, 10, 5, 0, 5, 0, 0, 4, 4, 7.23744163679797, 0, 0, 2, 0, 5, 5, 15,
 231,PP621670_Thailand_2019,Recombinant, 15.2744194147663, 20, 10, 10, 5, 0, 4, 14, 8, 4, 6.9896204907504, 1.78137651821862, 2, 1, 20, 2.5, 0, 20,
 231,MW183137_China_2007,MajorParent, 2.12925154552209, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6.25702792946221, 1.75101214574899, 0, 2, 0, 5, 5, 0,
 231,PP621675_Thailand_2019,MinorParent, 12.5963290397116, 20, 10, 5, 10, 0, 8, 18, 4, 0, 6.75335157978739, 0, 4, 0, 20, 0, 0, 15,
 232,OP207959_USA_2015,Recombinant, 16.582969270573, 10, 0, 10, 0, 10, 8, 18, 8, 8, 9.31713809631618, 0, 0, 2, 10, 5, 5, 20,
 232,OP207968_USA_2017,MajorParent, 9.52716063588128, 20, 10, 0, 10, 0, 0, 0, 0, 4, 5.70068045419499, 1.15384615384615, 2, 0, 20, 0, 0, 15,
 232,MN181513_Nigeria_2010,MinorParent, 3.8898700935457, 0, 0, 5, 5, 0, 4, 14, 4, 0, 4.98218144948883, 0, 4, 1, 0, 2.5, 0, 0,
 235,HM775882_South-Korea_2006,Recombinant, 15.8906278807251, 20, 1, 10, 10, 10, 8, 18, 8, 8, 6.1211256780362, 0, 2, 0, 20, 0, 0, 20,
 235,PP621691_Nepal_2023,MajorParent, 9.9699097329302, 20, 1, 5, 5, 0, 4, 14, 4, 4, 6.49983287330978, .232793522267206, 0, 2, 20, 5, 5, 15,
 235,PP621613_Thailand_2019,MinorParent, 4.13946238634472, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7.37904144865402, .465587044534413, 4, 1, 0, 2.5, 5, 0,
 238,MH144606_India_Enterovirus-C99,Recombinant, 22.3166840384309, 20, 10, 10, 10, 10, 8, 18, 8, 8, 8.98245406536367, .404858299595142, 4, 2, 20, 5, 5, 15,
 238,HQ415758_China_Enterovirus-C96,MajorParent, 7.68331596156905, 10, 5, 0, 5, 0, 4, 14, 0, 4, 5.1555900214678, .678137651821862, 0, 0, 10, 0, 0, 20,
 238,MH144607_India_2012,MinorParent, 0, 0, 0, 5, 0, 0, 0, 0, 4, 0, 5.86195591316853, 0, 2, 1, 0, 2.5, 5, 0,
 242,OP137283_Israel_Poliovirus-3,Recombinant, 20.3524288997085, 20, 1, 10, 10, 10, 8, 18, 8, 8, 12.3568966050048, 1.5360824742268, 0, 2, 20, 5, 0, 20,
 242,KJ170573_Nigeria_Poliovirus-2,MajorParent, 6.13384794193099, 0, 1, 5, 0, 0, 4, 14, 4, 4, 3.52809733704544, 0, 2, 0, 20, 2.5, 0, 15,
 242,KJ170531_Nigeria_Poliovirus-1,MinorParent, 3.51372315836056, 20, 1, 0, 5, 0, 0, 0, 0, 0, 4.11500605794975, 1.23711340206186, 4, 1, 0, 0, 0, 0,
 243,JX275051_Nigeria_Poliovirus-2,Recombinant, 14.5882003404899, 20, 1, 5, 5, 5, 4, 14, 4, 4, 7.80358659636163, 0, 0, 0, 20, 5, 0, 20,
 243,JX275032_Nigeria_Poliovirus-2,MajorParent, 9.36039448916543, 0, 1, 10, 10, 0, 8, 18, 8, 8, 5.20378052116871, .505675954592363, 2, 2, 0, 2.5, 0, 0,
 243,JX275137_Nigeria_Poliovirus-2,MinorParent, 6.05140517034466, 10, 1, 0, 0, 5, 0, 0, 0, 0, 6.99263288246966, 0, 4, 1, 10, 0, 0, 15,
 244,MH144598_India_2017,Recombinant, 21.2999983584538, 20, 10, 10, 5, 0, 8, 14, 8, 8, 10.1449863478077, 0, 2, 2, 20, 5, 5, 0,
 244,MZ389224_Spain_2016,MajorParent, 6.5736719548599, 10, 0, 5, 10, 0, 4, 18, 4, 4, 4.67103842458482, 2.00206398348813, 0, 0, 10, 0, 0, 20,
 244,MW655540_China_2019,MinorParent, 2.12632968668627, 0, 10, 0, 0, 10, 0, 0, 0, 0, 5.18397522760749, 0, 4, 1, 0, 2.5, 5, 15,
 246,KY369904_USA_2016,Recombinant, 17.8638193954983, 20, 1, 10, 0, 10, 8, 18, 8, 8, 7.03605850160708, 0, 0, 2, 20, 5, 5, 15,
 246,MN590273_France_2019,MajorParent, 11.0672383053892, 20, 1, 5, 10, 0, 4, 14, 4, 4, 6.97281178293397, 0, 4, 1, 20, 0, 0, 20,
 246,MW183137_China_2007,MinorParent, 1.06894229911246, 0, 1, 0, 5, 0, 0, 0, 0, 0, 5.99112971545895, 1.7234262125903, 2, 0, 0, 2.5, 0, 0,
 248,MN181513_Nigeria_2010,Recombinant, 15.9898249476723, 20, 1, 10, 5, 0, 8, 18, 8, 0, 6.72564736286491, .950413223140496, 4, 1, 20, 2.5, 0, 20,
 248,KJ755189_China_1999,MajorParent, 7.05894904790968, 0, 1, 0, 10, 10, 0, 0, 0, 8, 6.70721075704411, .960743801652893, 2, 2, 0, 5, 5, 15,
 248,PP621632_Thailand_2019,MinorParent, 6.95122600441805, 20, 1, 5, 0, 0, 4, 14, 4, 4, 6.56714188009099, .785123966942149, 0, 0, 20, 0, 0, 0,
 251,KC414134_China_2011,Recombinant, 16.4283190269937, 20, 10, 5, 10, 0, 8, 18, 4, 0, 8.93805734202318, 2.1923474663909, 4, 2, 20, 2.5, 0, 15,
 251,MH718269_USA_2018,MajorParent, 10.501953655583, 0, 10, 10, 0, 10, 4, 14, 8, 8, 5.64372253267, .723888314374354, 0, 1, 0, 5, 5, 20,
 251,HM002485_China_2008,MinorParent, 3.06972731742332, 10, 0, 0, 5, 0, 0, 0, 0, 4, 5.41822012530682, .579110651499483, 0, 0, 10, 0, 0, 0,
 252,PP461538_Thailand_2023,Recombinant, 17.3683056399494, 20, 1, 10, 5, 0, 8, 18, 8, 8, 6.60400323611418, 0, 4, 1, 20, 5, 5, 20,
 252,MF678301_Australia_2008,MajorParent, 8.19144963217966, 10, 1, 0, 0, 5, 0, 0, 0, 4, 7.42332515129465, 1.02378490175801, 2, 0, 20, 0, 0, 15,
 252,KR107055_India_2009,MinorParent, 4.44024472787095, 0, 1, 5, 10, 0, 4, 14, 4, 0, 5.97267161259117, 8.27300930713547E-02, 0, 2, 0, 2.5, 5, 0,
 253,MK512666_China_Enterovirus-C96,Recombinant, 13.3630653008259, 20, 10, 5, 5, 5, 4, 14, 0, 4, 6.90793525324563, 6.23052959501558E-02, 2, 0, 20, 2.5, 5, 15,
 253,MH484165_Brazil_Enterovirus-C96,MajorParent, 12.0790206173642, 10, 5, 10, 10, 5, 8, 18, 8, 8, 6.58888916335252, 0, 0, 2, 10, 0, 0, 0,
 253,PP756361_France_Coxsackievirus-A1,MinorParent, 4.55791408180987, 0, 0, 0, 0, 5, 0, 0, 4, 0, 6.50317558340185, 2.07684319833853E-02, 4, 1, 0, 5, 5, 20,
 254,KF312882_China_2000,Recombinant, 14.2910111531742, 0, 1, 10, 5, 0, 8, 18, 8, 4, 7.42818278247027, 0, 0, 1, 20, 5, 5, 0,
 254,MG451805_United-Kingdom_2016,MajorParent, 7.57768395783292, 0, 1, 0, 10, 10, 0, 14, 0, 8, 5.56768195734355, 0, 4, 0, 0, 0, 0, 20,
 254,MZ389224_Spain_2016,MinorParent, 8.13130488899284, 0, 1, 5, 0, 0, 4, 0, 4, 0, 7.00413526018618, 0, 2, 2, 20, 2.5, 5, 15,
 256,KM890278_China_2009,Recombinant, 15.9880968886854, 20, 10, 10, 5, 0, 8, 18, 4, 8, 8.18950407161529, 3.53734439834025, 0, 2, 20, 0, 0, 20,
 256,JX976773_China_2010,MajorParent, 13.0921716654226, 20, 10, 5, 10, 10, 4, 14, 8, 4, 6.69707429052339, 0, 4, 0, 20, 2.5, 5, 15,
 256,PP621658_Thailand_2019,MinorParent, .919731445891971, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.11342163786132, 0, 0, 1, 0, 5, 5, 0,
 257,PP548238_France_Coxsackievirus-A24,Recombinant, 16.7416695498295, 20, 1, 5, 5, 10, 8, 18, 4, 8, 7.94099985253279, 0, 4, 2, 20, 2.5, 0, 15,
 257,MG880752_Mexico_Coxsackievirus-A24,MajorParent, 11.1653941302717, 10, 1, 10, 10, 0, 0, 0, 8, 4, 8.00169374843711, 0, 0, 1, 10, 5, 5, 20,
 257,KY941933_Nigeria_Poliovirus-3,MinorParent, 2.09293631989879, 0, 1, 0, 0, 0, 4, 14, 0, 0, 4.05730639903009, 0, 2, 0, 0, 0, 0, 0,
 259,JQ801739_China_2009,Recombinant, 16.7728769420223, 20, 1, 10, 0, 10, 0, 0, 8, 4, 7.44459120404359, .269709543568465, 4, 1, 20, 2.5, 5, 20,
 259,KP289441_China_2013,MajorParent, 6.48617677819934, 0, 1, 0, 10, 0, 8, 18, 0, 8, 6.07816466137715, 1.42116182572614, 0, 0, 0, 0, 0, 15,
 259,JX843811_China_2009,MinorParent, 6.74094627977833, 10, 1, 5, 5, 0, 4, 14, 4, 0, 6.47724413457927, 0, 2, 2, 0, 5, 5, 0,
 261,OQ842428_USA_2017,Recombinant, 12.401027996999, 20, 10, 5, 5, 0, 4, 14, 4, 4, 7.00411016854003, .37344398340249, 0, 2, 20, 5, 0, 15,
 261,MZ389224_Spain_2016,MajorParent, 7.52911618525281, 0, 0, 10, 0, 0, 8, 18, 8, 8, 6.43023467540029, 1.44190871369295, 2, 1, 0, 2.5, 0, 0,
 261,OQ842423_USA_2013,MinorParent, 10.0698558177481, 20, 10, 0, 10, 10, 0, 0, 0, 0, 6.56565515605967, 1.39004149377593, 4, 0, 20, 0, 0, 20,
 263,KP262053_China_2004,Recombinant, 15.4358843879109, 20, 10, 10, 10, 0, 8, 18, 8, 0, 6.4562843433403, .727650727650728, 0, 1, 20, 2.5, 5, 0,
 263,OP207968_USA_2017,MajorParent, 7.40554344872781, 0, 10, 5, 0, 5, 4, 14, 4, 4, 6.46349428022335, .997920997920998, 4, 0, 0, 0, 0, 15,
 263,KX641240_China_2013,MinorParent, 7.15857216336128, 0, 0, 0, 5, 0, 0, 0, 0, 8, 7.08022137643635, 0, 2, 2, 0, 5, 5, 20,
 264,MF678296_Australia_2007,Recombinant, 14.8019969727297, 20, 10, 10, 0, 5, 8, 18, 8, 4, 6.57526675048105, .51975051975052, 2, 1, 20, 0, 0, 20,
 264,KX171334_China_2011,MajorParent, 3.33825259618669, 0, 0, 0, 5, 5, 0, 0, 0, 8, 6.66514101478384, .706860706860707, 0, 2, 0, 5, 5, 0,
 264,OQ791514_USA_2009,MinorParent, 11.8597504310836, 10, 10, 5, 10, 5, 4, 14, 4, 0, 6.75959223473512, 1.26819126819127, 4, 0, 20, 2.5, 0, 15,
 266,HM185056_China_2008,Recombinant, 16.0390572608905, 20, 1, 5, 10, 0, 8, 18, 4, 4, 7.01492724294049, .582120582120582, 0, 1, 20, 5, 5, 20,
 266,JX976771_China_2011,MajorParent, 9.33284954320568, 20, 1, 0, 5, 0, 4, 14, 0, 8, 6.71790842691732, .602910602910603, 2, 0, 20, 2.5, 0, 0,
 266,GU550508_China_1999,MinorParent, 4.6280931959038, 0, 1, 10, 0, 0, 0, 0, 8, 0, 6.26716433014219, 0, 4, 2, 0, 0, 0, 15,
 267,MH144606_India_Enterovirus-C99,Recombinant, 20.4097769570521, 20, 10, 10, 10, 0, 8, 18, 8, 8, 9.66738357828915, 1.26951092611863, 4, 1, 20, 2.5, 0, 20,
 267,PP756365_France_Enterovirus-C99,MajorParent, 7.16779430550866, 10, 0, 5, 5, 0, 4, 14, 4, 4, 5.72627412217012, 0, 0, 2, 10, 5, 5, 0,
 267,MH144607_India_2012,MinorParent, 2.42242873743922, 0, 0, 0, 0, 10, 0, 0, 0, 0, 4.60634229954074, 2.45577523413111, 2, 0, 0, 0, 0, 15,
 269,MN515037_Spain_2016,Recombinant, 11.7729678348993, 0, 0, 10, 5, 5, 8, 18, 8, 4, 7.07130091259476, 0, 2, 1, 0, 2.5, 0, 15,
 269,PP621603_Nepal_2023,MajorParent, 9.76421959850265, 10, 10, 5, 0, 5, 0, 0, 4, 8, 6.85208905863433, 0, 0, 2, 20, 5, 5, 0,
 269,JX678886_China_2002,MinorParent, 8.46281256659806, 20, 10, 0, 10, 5, 4, 14, 0, 0, 6.07661002877091, .437044745057232, 4, 0, 20, 0, 0, 20,
